"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-26 0.860079099879048 5 1336 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphorus metabolic process" 0.964553414070238
-2015 0.0401609950262898 4 29 "GO:0001935" "endothelial cell proliferation" 0.372623310359832
-710 0.163744701150251 2 108 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 0.610321158832754
-2180 0.0239370508479312 3 30 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.300328583195835
816 0.217142452851049 2 64 "GO:0001941" "postsynaptic membrane organization" 0.666637820226288
-41 0.92845272001592 3 132 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "skin epidermis development" 0.98573969843602
-1351 0.292067099626903 2 17 "GO:0001945;GO:0001946;GO:0036303" "lymph vessel development" 0.729784961256475
-641 0.118487067281389 3 167 "GO:0001947;GO:0003143;GO:0061371" "embryonic heart tube morphogenesis" 0.548290276145554
688 0.0940243701991583 3 167 "GO:0001952" "regulation of cell-matrix adhesion" 0.50997855415276
15 0.98609117345511 3 39 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.997772553078725
366 0.576761585658562 2 65 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.884647352846522
-151 0.884255175376532 2 26 "GO:0001958;GO:0036075" "endochondral ossification" 0.970826960363099
68 0.855345511687787 2 202 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.963922694270883
263 0.747509977469817 4 42 "GO:0001960" "negative regulation of cytokine-mediated signaling pathway" 0.937119902977105
-499 0.411537146902503 2 76 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.809540809821331
1655 0.161453646239392 2 20 "GO:0001963" "synaptic transmission, dopaminergic" 0.607734111314017
1716 0.0161517906577841 4 55 "GO:0001964" "startle response" 0.246057129116023
30 0.9870747843657 3 8 "GO:0001966" "thigmotaxis" 0.997801642260657
262 0.811921620816548 2 23 "GO:0001967" "suckling behavior" 0.95354939241454
-220 0.895266959351443 5 10 "GO:0001973;GO:0035588" "G protein-coupled purinergic receptor signaling pathway" 0.975316366583773
-23 0.972740648881331 3 61 "GO:0001974" "blood vessel remodeling" 0.99430860481255
-327 0.573511608191444 3 83 "GO:0001975" "response to amphetamine" 0.883020295592157
-174 0.852204915934666 2 32 "GO:0001976" "nervous system process involved in regulation of systemic arterial blood pressure" 0.96308153358902
-4037 0.0432468130977423 3 7 "GO:0001977;GO:0003093" "renal system process involved in regulation of blood volume" 0.384779191311868
479 0.725453632265222 3 15 "GO:0001991;GO:0002002;GO:0002003" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 0.934353892865155
-1052 0.550247353300913 2 9 "GO:0001992" "regulation of systemic arterial blood pressure by vasopressin" 0.874934594719091
-1746 0.23357293739989 5 13 "GO:0001998;GO:0002034;GO:0003072" "renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure" 0.682086546340772
-299 0.548991593026622 2 113 "GO:0002011" "morphogenesis of an epithelial sheet" 0.874031291945933
616 0.630783521945962 3 17 "GO:0002016" "regulation of blood volume by renin-angiotensin" 0.904032084103006
1375 0.367557577132343 3 12 "GO:0002019;GO:0060177;GO:0071838;GO:1902033;GO:1903596;GO:1903597" "regulation of hematopoietic stem cell proliferation" 0.783835034455047
1279 0.24571218998182 2 23 "GO:0002021" "response to dietary excess" 0.690420471923861
3170 0.0466141412543867 2 11 "GO:0002023" "reduction of food intake in response to dietary excess" 0.395584623781478
-1396 0.0426860671024896 5 59 "GO:0002026" "regulation of the force of heart contraction" 0.382341765008464
-1219 0.00462500099047409 2 152 "GO:0002027" "regulation of heart rate" 0.15401859193605
-295 0.53933754890795 2 122 "GO:0002028" "regulation of sodium ion transport" 0.871625302347022
-1903 0.163174412883649 2 15 "GO:0002030;GO:0060466;GO:0090427;GO:0098953;GO:0098970;GO:0099628" "activation of meiosis" 0.610321158832754
2356 0.0745293175413866 6 16 "GO:0002031" "G protein-coupled receptor internalization" 0.468547242613136
-746 0.752302605955408 -1 5 "GO:0002032" "obsolete desensitization of G protein-coupled receptor signaling pathway by arrestin" 0.939269756551398
-2296 0.21916125163182 5 8 "GO:0002036;GO:0010958" "regulation of amino acid import across plasma membrane" 0.668262177106861
28 0.964849588702275 2 70 "GO:0002040" "sprouting angiogenesis" 0.993645234766178
113 0.913230544933164 5 26 "GO:0002042" "cell migration involved in sprouting angiogenesis" 0.981442510572786
-2195 0.352827894244447 2 5 "GO:0002051" "osteoblast fate commitment" 0.773147088329666
272 0.629728961562191 2 88 "GO:0002052;GO:2000648" "positive regulation of stem cell proliferation" 0.904032084103006
-617 0.471749609820187 6 38 "GO:0002053" "positive regulation of mesenchymal cell proliferation" 0.839562700537721
-834 0.146314022607878 2 85 "GO:0002062" "chondrocyte differentiation" 0.589194132748594
-1627 0.0728447580059868 2 34 "GO:0002063" "chondrocyte development" 0.464804283270116
-27 0.876943789175422 2 998 "GO:0002064" "epithelial cell development" 0.968781599373324
-15 0.936632625068327 2 830 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.986978084671972
215 0.29983653287604 2 673 "GO:0002066;GO:0030707" "columnar/cuboidal epithelial cell development" 0.732634860529536
-712 0.250122894721137 3 73 "GO:0002067" "glandular epithelial cell differentiation" 0.694385356273281
-153 0.861942845571903 4 36 "GO:0002068;GO:0003309" "glandular epithelial cell development" 0.965224102838668
1982 0.288688182550315 3 8 "GO:0002069" "columnar/cuboidal epithelial cell maturation" 0.726885879443719
2542 0.0624887819355693 2 15 "GO:0002070" "epithelial cell maturation" 0.436791430834694
-1123 0.196423709781703 2 37 "GO:0002072;GO:0060900" "embryonic camera-type eye formation" 0.643499109004934
-1525 0.41423529388299 3 8 "GO:0002074" "extraocular skeletal muscle development" 0.810837573637274
517 0.579823609929905 2 32 "GO:0002076" "osteoblast development" 0.884949218128385
-509 0.547855868489001 7 39 "GO:0002082;GO:1903715" "regulation of aerobic respiration" 0.873682319761004
512 0.771393333196129 4 9 "GO:0002084;GO:0042159;GO:0098734" "lipoprotein catabolic process" 0.945212527298516
-2998 0.108528151436949 2 8 "GO:0002085;GO:0045607;GO:0045608;GO:2000981;GO:0045632" "regulation of inner ear auditory receptor cell differentiation" 0.530535694139855
149 0.768477835156164 2 109 "GO:0002088" "lens development in camera-type eye" 0.944161748171565
-277 0.759786494017439 3 34 "GO:0002089" "lens morphogenesis in camera-type eye" 0.941014782120985
-308 0.576549215122265 2 92 "GO:0002090" "regulation of receptor internalization" 0.884647352846522
379 0.774340178000703 2 16 "GO:0002091" "negative regulation of receptor internalization" 0.945327663701139
-778 0.232171014021602 2 66 "GO:0002092" "positive regulation of receptor internalization" 0.68045201880428
1547 0.0152083420376919 4 69 "GO:0002093;GO:0060088;GO:0060117" "auditory receptor cell development" 0.239671481351059
-465 0.680124818001375 5 22 "GO:0002097;GO:0002098" "tRNA wobble base modification" 0.918313006741941
-1016 0.61093604415122 2 7 "GO:0002115" "store-operated calcium entry" 0.898206723095663
454 0.573328893378196 2 43 "GO:0002118" "aggressive behavior" 0.883020295592157
-342 0.120742797305442 4 594 "GO:0002119" "nematode larval development" 0.551726428917792
904 0.374216168810165 3 27 "GO:0002121" "inter-male aggressive behavior" 0.784907006160467
-459 0.818312767518981 4 7 "GO:0002125;GO:0043084" "maternal aggressive behavior" 0.955508417008437
1151 0.593778358034869 3 6 "GO:0002159" "desmosome assembly" 0.890075960194454
-213 0.254462936492029 2 838 "GO:0002164" "larval development" 0.698033940175616
-373 0.390503594299378 4 149 "GO:0002168" "instar larval development" 0.797744551333259
-371 0.371965044792466 3 163 "GO:0002181" "cytoplasmic translation" 0.784592787805107
-1288 0.585771628483897 2 5 "GO:0002182" "cytoplasmic translational elongation" 0.887039649220088
775 0.446068524981199 2 27 "GO:0002183" "cytoplasmic translational initiation" 0.829334744589887
3381 0.11696455869633 5 6 "GO:0002191;GO:0048136" "cap-dependent translational initiation" 0.54690652750046
1084 0.0866202203052933 2 70 "GO:0002200;GO:0002562;GO:0016444" "somatic diversification of immune receptors" 0.494821084212671
3312 0.00173477712352183 4 25 "GO:0002204;GO:0002208;GO:0002381;GO:0045190" "immunoglobulin production involved in immunoglobulin-mediated immune response" 0.0887879888857549
633 0.378899390313049 2 54 "GO:0002209" "behavioral defense response" 0.7886925140767
-1124 0.00369103281380901 4 188 "GO:0002218;GO:0002758" "activation of innate immune response" 0.136215863170613
-920 0.124740318305397 2 78 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 0.559485025101275
-1002 0.0269403682563123 6 137 "GO:0002221" "pattern recognition receptor signaling pathway" 0.318415614634274
-453 0.541262265661565 4 51 "GO:0002223;GO:1990858;GO:1990840" "stimulatory C-type lectin receptor signaling pathway" 0.872395537568261
-1428 0.00860638587378211 2 95 "GO:0002224" "toll-like receptor signaling pathway" 0.195945881763886
-52 0.941727019637398 3 55 "GO:0002225;GO:0002760;GO:0002922" "positive regulation of humoral immune response" 0.988467385106642
-3077 0.0358000908632846 6 13 "GO:0002227" "innate immune response in mucosa" 0.356764455082122
-1309 0.544036121964062 4 6 "GO:0002229;GO:0002239" "defense response to oomycetes" 0.872395537568261
-64 0.921605891902495 3 67 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 0.984750810095058
122 0.65374269810306 3 388 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 0.913532320313505
592 0.135679906718928 2 179 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.576835611170299
-124 0.744587026338841 2 195 "GO:0002250" "adaptive immune response" 0.936235302009039
-13 0.987397978600058 2 43 "GO:0002251;GO:0002385" "organ or tissue specific immune response" 0.997801642260657
-420 0.0103781581950658 2 1106 "GO:0002252" "immune effector process" 0.210488921264819
-694 0.00905431231222972 2 404 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 0.199561230326774
-1674 0.0189439243264908 3 55 "GO:0002260" "lymphocyte homeostasis" 0.270536267628874
-450 0.266349055555445 2 172 "GO:0002262;GO:0030218;GO:0034101" "myeloid cell homeostasis" 0.705760214616339
-481 0.0112589281636712 2 811 "GO:0002263;GO:0002274;GO:0002275;GO:0002366;GO:0002283;GO:0042119;GO:0036230;GO:0002443;GO:0002444;GO:0002446;GO:0043299;GO:0043312" "cell activation involved in immune response" 0.216112249355053
-1594 0.365507527115748 4 9 "GO:0002265;GO:2000587" "negative regulation of platelet-derived growth factor receptor-beta signaling pathway" 0.783550336370646
1131 0.63222822012599 3 5 "GO:0002266;GO:0002268" "follicular dendritic cell activation" 0.9042333845988
-1719 0.425574504303049 5 6 "GO:0002276;GO:0045575" "basophil activation" 0.816837210884271
-3226 0.172148068972108 3 5 "GO:0002279;GO:0043303" "mast cell degranulation" 0.621591464953265
-3865 0.0207285461460884 3 10 "GO:0002281" "macrophage activation involved in immune response" 0.284821428666793
-157 0.76441165105338 4 102 "GO:0002285" "lymphocyte activation involved in immune response" 0.94235422743826
-1744 0.0237765432958276 5 47 "GO:0002286" "T cell activation involved in immune response" 0.300198541678777
-635 0.477414899923802 2 35 "GO:0002287;GO:0002292;GO:0002293;GO:0002294;GO:0043367;GO:0035710;GO:0042093" "CD4-positive, alpha-beta T cell activation" 0.840629422031613
-925 0.620359866049211 2 8 "GO:0002291" "T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell" 0.901962127728861
-2480 0.159145255772054 3 9 "GO:0002295;GO:0043373" "T-helper cell lineage commitment" 0.60500584273065
1312 0.0709548163949476 2 53 "GO:0002312" "B cell activation involved in immune response" 0.459339074556766
190 0.843714758673079 7 30 "GO:0002313;GO:0002335" "mature B cell differentiation" 0.96101260590545
-1557 0.224398145646975 9 17 "GO:0002315" "marginal zone B cell differentiation" 0.672176237496716
-1483 0.352034442634015 2 11 "GO:0002318" "myeloid progenitor cell differentiation" 0.773147088329666
3828 0.00900262324852902 5 13 "GO:0002320" "lymphoid progenitor cell differentiation" 0.199279762847945
-729 0.696308999466343 2 8 "GO:0002322" "B cell proliferation involved in immune response" 0.924664191521661
-1015 0.637811834041388 3 6 "GO:0002323;GO:0043320" "natural killer cell degranulation" 0.905595428486245
-2409 0.197162110895135 2 8 "GO:0002327" "immature B cell differentiation" 0.643646514420505
5855 0.00172317295763847 2 8 "GO:0002328" "pro-B cell differentiation" 0.0887879888857549
-2211 0.105119329232852 3 15 "GO:0002363" "alpha-beta T cell lineage commitment" 0.526701711386156
-3084 0.0132960845773849 6 18 "GO:0002367;GO:0002369" "cytokine production involved in immune response" 0.229978591296334
1712 0.0318291341927457 2 44 "GO:0002377" "immunoglobulin production" 0.338740230952426
398 0.853711161617643 2 6 "GO:0002407" "dendritic cell chemotaxis" 0.963122860234676
-436 0.174814252396505 2 275 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.624418495913699
-2442 0.0837896416018004 6 14 "GO:0002430" "complement receptor mediated signaling pathway" 0.490823469258271
-288 0.618428992333162 2 84 "GO:0002431;GO:0002433;GO:0038094;GO:0038096" "Fc-gamma receptor signaling pathway" 0.901858999354679
-97 0.934870826089172 2 20 "GO:0002437" "inflammatory response to antigenic stimulus" 0.986978084671972
471 0.476532076265455 5 64 "GO:0002440" "production of molecular mediator of immune response" 0.839850615576695
-3568 0.0561374020061618 2 8 "GO:0002448" "mast cell mediated immunity" 0.422609899011836
-334 0.46706018699693 3 133 "GO:0002449;GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 0.836699729960749
-2319 0.0130900731917277 3 32 "GO:0002455;GO:0006956;GO:0006958;GO:0030449;GO:2000257" "regulation of complement activation" 0.229482524506013
-1863 0.0462656212980108 3 32 "GO:0002456" "T cell mediated immunity" 0.395097007859608
640 0.627920968578158 2 16 "GO:0002467" "germinal center formation" 0.903888174041483
954 0.226396091600532 4 45 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.674412732244397
349 0.882642000930941 3 5 "GO:0002475;GO:0048003;GO:0048007" "antigen processing and presentation via MHC class Ib" 0.970143566639447
1460 0.000879680345731382 2 146 "GO:0002478;GO:0019884;GO:0048002;GO:0002495;GO:0002504;GO:0019886" "antigen processing and presentation of peptide antigen" 0.0588523616507343
359 0.79236715145129 2 15 "GO:0002479" "antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent" 0.950143536445569
-4543 0.0150246816911051 2 8 "GO:0002507" "tolerance induction" 0.239211963772806
-20 0.898109247836747 3 1221 "GO:0002520;GO:0030097;GO:0048534" "immune system development" 0.975920946299813
-471 0.0703788143531253 2 422 "GO:0002521;GO:1903131" "leukocyte differentiation" 0.457162553881545
-4651 0.00150593873806573 2 13 "GO:0002523" "leukocyte migration involved in inflammatory response" 0.0814488568545337
-1551 0.00497431303973328 2 92 "GO:0002526" "acute inflammatory response" 0.155874155871147
-3659 0.000415996357859215 2 26 "GO:0002532" "production of molecular mediator involved in inflammatory response" 0.0365715810298306
-6743 0.000128893616420877 3 9 "GO:0002538;GO:0002540" "arachidonate metabolite production involved in inflammatory response" 0.0171315934561237
-1347 0.444388418373747 2 9 "GO:0002544" "chronic inflammatory response" 0.828380855174333
-264 0.846559101091093 2 15 "GO:0002548" "monocyte chemotaxis" 0.961479339448797
2313 0.129497844417928 2 12 "GO:0002566;GO:0016446" "somatic diversification of immune receptors via somatic mutation" 0.567884164192708
-656 0.138916988112678 5 143 "GO:0002573" "myeloid leukocyte differentiation" 0.58016481453849
791 0.671873514311253 3 8 "GO:0002574" "thrombocyte differentiation" 0.915874898058678
-1214 0.00778231202204597 2 135 "GO:0002576" "platelet degranulation" 0.187809846456084
-1102 0.555237568001049 3 8 "GO:0002577;GO:0002625" "regulation of antigen processing and presentation" 0.875398169298326
317 0.816581670730816 2 15 "GO:0002634" "regulation of germinal center formation" 0.954922879340094
784 0.304592388216274 3 48 "GO:0002637" "regulation of immunoglobulin production" 0.737272329826757
1604 0.390467007686277 2 8 "GO:0002638;GO:0045829" "negative regulation of immunoglobulin production" 0.797744551333259
